Comment;Statement/No statement;;;;;
"Lustig das leute sagen sie finden es lustig, weil sie das ganze gender zeug selbst für überzogen halten. Kann ich mit leben. Dass dieser afd &quot;Politiker&quot; anscheinend nicht zwischen einer anderen Sexualität und einem anderen Geschlecht unterscheiden kann ist allerdings traurig. Zumindest wirkt das auf mich so, wenn er am Anfang erst homosexuelle erwähnt und dann einfach Leute mit &quot;besonderem&quot; Geschlecht";1;;;;;
Ein Hallo tuts auch.;0;;;;;
"Deutschland in <a href=""https://www.youtube.com/watch?v=2Wp_YOOv3QQ&amp;t=2m40s"">2:40</a> erklärt";0;;;;;
Es gibt kein 3tes Geschlecht!;1;;;;;
Herrlich, dass zeigt mal ganz deutlich wie bescheuert dieser Genderwahnsinn ist! Lange nicht mehr so herzhaft gelacht!👏👏👏🤣🤣👍💙💙;1;;;;;
"Bitte mitmachen. Dieser Rotz muss endlich aufhören!😡               <a href=""https://stop-gendersprache-jetzt.de/"">https://stop-gendersprache-jetzt.de/</a>";0;;;;;
Richtiger witzbold;0;;;;;
"Was soll Gendering? Bitte unterstützen Sie diese parteiübergreifende Initiative: <a href=""https://stop-gendersprache-jetzt.de/"">https://stop-gendersprache-jetzt.de/</a>";1;;;;;
😂😂😂😂;0;;;;;
gender ist nicht gleich sexuelle Orientierung. Wenn man Herren anspricht, spricht man auch Schwule an, weil sich das gegenseitig ja nicht ausschließt.<br>Aber man könnte ja auch einfach nur sehr geehrtes Publikum sagen und es würde niemand schreien, dass er sich ausgeschlossen fühlt, Just sayin.;1;;;;;
Fickt euch scheiß Nazis;0;;;;;
Das was die afd am besten kann viel Gerede und nichts dahinter;0;;;;;
Dass er dabei auch so ernst bleiben kann xD;0;;;;;
Was für ein scheissdreck🙈😂;0;;;;;
Ehrenmann 🤣🙌🏽👍🏽<br>Schon lange nicht mehr so gelacht..🤣👏🏽BRAVO!!!;0;;;;;
Hasse die Afd aber der Typ ist geil😂;0;;;;;
Ich hab mich noch nie so beleidigt gefühlt von so einem wixxer der eigentlich nichts zu sagen haben sollte weil er keine Ahnung hat wie sich Menschen fühlen die nur ausgelacht oder noch nicht mal anerkannt werden. Wie kann man Menschen so verachten und sich so über die lustig machen. Einfach traurig...;1;;;;;
Nicht geehrte Nazi-Schweine. So kann man es auch kurz machen.;0;;;;;
Und wie immer wurden hier die Marsmenschinnen, eben so alle Mitbewohner von Claudia Roths Schädel,;0;;;;;
Ich hätte mich dort im Raum ab der dritten Begrüßung bepisst vor lachen😂😂😂😂;0;;;;;
Ich bin ein Dreipeniser Weiskopfbüschelaffe und Kloaken Träger im Vaginal Bereich. Ich wurde nicht begrüßt 🙁;0;;;;;
Man kann von der AfD halten was man will aber das war einfach genial;0;;;;;
Und was ist mit dem Geschlecht Delphin, kann bitte jemand mal an die Delphin geschlechter denken. Sexismus pur in diesem Land einfach wiederlich.;1;;;;;
Die Menschheit is so UNENDLICH DUMM.;0;;;;;
😂loool das is so krank;0;;;;;
Obwohl der Afd ist hat der recht;0;;;;;
"Also man kann alles ins lächerliche ziehen....<br>Schließlich zählen (in meiner Weltauffassung) alle diese Menschen zu &quot;Damen und Herren&quot;. Die Afd versucht wieder schön Stimmung zu machen und behauptet es gäbe Vorderungen, die niemals jemand ausgesprochen hat. Aber da kann sich jeder Stammtisch schön bekichern, wie lächerlich doch die Welt geworden ist und was für eine excelente Satire hier wieder gezeigt wurde. <br>Satire hat am Rednerpult nur nichts verloren! Politik soll kein Witz und keine Provokation sein sondern sachlich!";0;;;;;
Дебилы блядь!!!!;0;;;;;
Danke Herr Königer👍💐👍💐<br>Sie haben diesen Deppen mal den Spiegel vorgehalten😂😂😂<br>Ich habe schon sehr lange nicht mehr so gelacht👻👻👻<br>Was das nicht so alles gibt🤮🙀🤮🙀🤮🙀🤮🙀🤮🙀🤮🙀🤮🙀🤮🙀🤮🙀🤮🙀🤮🙀🤮🙀;0;;;;;
Ich bin kein AfD Fan, aber das finde ich ziemlich genial 😂😂;0;;;;;
😂😂😂;0;;;;;
Was war denn der Antrag, weiß das wer?;0;;;;;
Daran sieht man, wie lächerlich dieser Gender-Quatsch eigentlich ist;1;;;;;
да!;0;;;;;
Königer hat wie erwartet, die AfD verlassen, und das Amt behalten.;0;;;;;
Wo sind die sehr geehrte Homophoben?;1;;;;;
"Na ja, immerhin Hut ab, dass ein AfDler versucht hat, sich mit anderen Geschlechtsidentitäten auseinanderzusetzen. Aber anscheinend hat er auch nicht gut genug recherchiert, weil er die ganzen Trans*-Geschlechter, wenn man sie so nennen kann, auch einfach mit trans* zusammenfassen kann :) Zudem wollen so gut wie alle Trans*-Menschen auch einfach &quot;Mann&quot; oder &quot;Frau&quot; genannt werden, also hätte man sich den Trans*-bliblablubb-Quatsch auch sparen können, weil diese eh unter das binäre System fallen :D Die restlichen Geschlechter kann man als &quot;nicht-binär&quot; zusammenfassen, feddig ist. Also hätte er sagen können &quot;Sehr geehrte Damen, Herren und nicht-binäre Menschen&quot;, sehr politisch korrekt transinklusiv (lol gibts das Wort überhaupt) &quot;Sehr geehrte Damen*, Herren* und nicht-binäre Menschen&quot; oder einfach &quot;Sehr geehrte alle&quot;, dann spart er sich auch noch das lästige Damen und Herren, denn so begrüßen die Anhänger von Gender-Mainstreaming in Wirklichkeit ;) Netter Versuch von dem Dude, aber keine ernstzunehmende Kritik :)<br><br>Außerdem ein bisschen ekelhaft, wie hier alle unten geiern, wie geil die Begrüßung ist, ohne den Kontext zu kennen. Wenn ihr gendergerechte Sprache kacke findet, ist das eure Meinung, damit verletzt ihr niemanden. Aber leider hat die &quot;Kritik&quot;, die er ausüben möchte, erstmal nix mit dem Inhalt des Antrags zu tun und ist in dem Kontext leider auch übelst homo- und transphob. Wenn die AfD einen Antrag FÜR SELBSTBESTIMMUNG und GEGEN DISKRIMINIERUNG und FÜR AKZEPTANZ ablehnt, ist das ganz schön diskriminierend und rückständig. In dem Antrag geht es um LSBTTIQ*, also lesbische, schwule, transgender, intersexuelle und queere Menschen und gar nicht um 71 Geschlechter. Es geht also um sexuelle Orientierungen, Genderdysphorie und ungleiche Chromosomensätze. Der Typ lenkt also von dem Diskriminerungsproblem ab und benutzt einen Euphemismus mit gendergerechter Sprache, um einen größeren Anklang zu finden. Hätte er sich über LGBTIQ*-Menschen lustiggemacht (öhh ich find Schwule scheiße und Lesbenverbände sollten kein Geld kriegen! Über Transgender sollte in der Schule nicht diskutiert werden), was nämlich der Inhalt von dem Antrag ist, hätte die Resonanz nämlich wieder anders ausgesehen. <br>Mal wieder ein ekelhafter Propaganda-Versuch von der rechten Seite, auf die natürlich wieder alle - erschreckenderweise auch die junge Generation - hereinfällt... bah. Leute, schaltet mal euer Gehirn an, denkt um die Ecke und informiert euch eigenständig und lasst euch nicht von dummen Propaganda-Versuchen mitreißen, nur weil diese &quot;voll funny hihi&quot; sind. Spätestens wenn sich herausstellt, dass euer Sohn schwul/eure Tochter lesbisch oder whatever ist und sie in der Schule fertiggemacht werden, weil keiner über Homosexualität etwas lernen darf in Bio oder sonst wo, merkt ihr, dass die Ablehnung von dem Antrag hart diskriminierend ist";1;;;;;
Da fühle ich mich als Randgruppe eher unwohl bei;1;;;;;
Ich bin eine Transfrau und ich werde mir das Recht nicht nehmen lassen in dem Geschlecht zu leben in dem ich mich Wohlfühle.;1;;;;;
Ich bin ein Joguhrt und mein Geschlecht ist Mango-Maracuja;1;;;;;
Hey ich sehe mich als Klingone und wurde nicht begrüßt SIE HABEN MEINE EHRE BELEIDIGT DAS KOSTET SIE IHREN KOPF QAPLA;1;;;;;
Ehrenmann;0;;;;;
Gender punk;1;;;;;
Ich bin froh, dass er uns interstern Menschen begrüsst hat. Hätte ich nicht von der AFD erwartet.;1;;;;;
"Männ hätte auch einfach sagen können &quot;sehr geehrte Menschen!&quot;";1;;;;;
Seit wann ist Schwul ein eigenes Geschlecht?;1;;;;;
Diese dreckigen Linken und Grünen.....perverse Parteien!;0;;;;;
Ich vermisse Ultrasexuell.....;1;;;;;
Gut das den Politikern mal Jemand den Spielen vorhält..weiter so...;0;;;;;
Wie konnten die hinter dem zum Teil so ernst bleiben ? Ich wäre vor lachen vom Stuhl gefallen. :D;0;;;;;
Egal was man über die AfD denkt, das ist doch wirklich Klasse, was der Mann hier macht. Er hält der Republik allein mit diesen Begrüßungsfloskeln den Spiegel vor. Was wir hier alles zum Thema Gender diskutieren, ist doch auch völlig irre.;1;;;;;
Da werden bald viele Klos gebaut. Ich glaube billiger wäre es, wenn wir einfach nur ein Klo machen für alle.;1;;;;;
ich fühle mich als ein Tiger im Bett. Diskriminiert mich nicht!;1;;;;;
Kuhl....😂;0;;;;;
Kann mir diese wörter jemand erläutern.;0;;;;;
<b>1A</b>;0;;;;;
Hhhhhh;0;;;;;
Genau alles Bullshit when ich mal so reden muss wandere ich aus oder Spreche nur noch English;0;;;;;
Saugeil... Ich bin ja noch nicht mal mit der Begrüssung fertig 🤣😂😅;0;;;;;
Zählen die koalas auch dazu ? 😂😂😂😂;0;;;;;
Hahahah owaiii das es solche Idioten noch gibt hahahaha drecks kerl;0;;;;;
Ich identifiziere mich als eine schüssel voll reis;1;;;;;
Ohne AFD wärs sogar lustig;0;;;;;
Einfach nur köstlich. Hoffentlich hat er niemanden vergessen. Das wäre nämlich Diskriminierung : ));1;;;;;
"Wie soll man diesen Affen mit seinen Zotteln ansprechen: &quot;Das Königer&quot;?";1;;;;;
"Fehlt nur noch der geehrte Oberförster 😎😎😎 <a href=""https://youtu.be/I9X4uYh7ubw"">https://youtu.be/I9X4uYh7ubw</a>";1;;;;;
Ich mag die AFD nicht aber das war klasse!;0;;;;;
Nichts gelernt, warum bekommt der Typ mein Steuergeld?<br><br>Gender ist sehr viel einfacher;0;;;;;
herrlich!;0;;;;;
😂😂😂👍🏻👍🏻👍🏻;0;;;;;
Einfach nur göttlich 😀😀😀<br>Mit den eigenen Wafen geschlagen 👍👍👍;0;;;;;
Sag mensch du translurchi;1;;;;;
Na Endlich! Armes Deutschland! In Frankreich darf nicht mehr Mutter und Vater sagen sondern Eltern 1 und 2!! Soros lässt Grüßen$$!!;0;;;;;
Immer wieder lustig, wenn es nicht so traurig wäre.;0;;;;;
Phantastisch dieser Quatsch;0;;;;;
Hunger oder Soziale Probleme haben die jedenfalls nicht , die sich über sowas ernsthaft Streiten;0;;;;;
Ehrenmann 😂;0;;;;;
Sie haben die heterosexuellen vergessen zu grüßen;1;;;;;
"Anstatt einfach nur &quot;sehr geehrte Anwesende&quot; zu sagen, muss dieser Banause doch tatsächlich all dem verbl*<b>***</b> Pack noch metaphysisch einen verbalen Orgasmus verpassen; Es ist einfach nicht zu fassen!";0;;;;;
Ist das eine Frau?;0;;;;;
Ehre genommen;0;;;;;
was für ein Trottel;0;;;;;
Man, entschuldigung, , Frau, Transen usw. Und alle anderen Geschlächter!<br>Was habe ich gerade gelacht, das war richtig HULLAHULLA!;1;;;;;
Was für ein Depp!!;0;;;;;
Warum nicht einfach sehr geehrte Menschen?;0;;;;;
Diese genderscheiße regt mich so auf. Es gibt 2 Geschlechter. punkt.;1;;;;;
Mein Geschlecht wurde nicht genannt! Ich werde von diesem patriarchalischen Herrschaftssystem ausgeschlossen und unterdrückt!;1;;;;;
einfach Sehr Geehrte Lebewesen;0;;;;;
Im land der dichter und denker darüber lustig machen, dass andere menschen neu denken, hinterfragen und weiterdenken. Gute arbeit;1;;;;;
Eeeehrenmann😂😂;0;;;;;
Ja ja....im Internet wird viel gejammert und gescherzt wie dumm diese verkommene Ideologie ist und unsere Zivilisation an die Wand fährt. Aber in echt wehren sich die Deutschen immernoch nicht.;0;;;;;
Tja, wer nur scheiß Inhalte hat, muss halt so die Redezeit vollkriegen. Haha.;0;;;;;
"So ein Quatsch. Und so viele Menschen denken durch falsche Unterstellungen, den &quot;Gender Gaga&quot; ad absurdum führen zu können.<br><br>Das Video ist nun zwei Jahre alt. Ich hoffe, dass viele Menschen nun wissen, wie wichtig eine gendergerechte Sprache ist und wie peinlich Reden wie diese im Video sind.";1;;;;;
MANN UND FRAU FERIG WTF;1;;;;;
😂👍;0;;;;;
Die afd hat es zwar nicht so mit Moslems aber das meiste was die afd ablehnt, lehnt auch der Islam ab... vor lauter toleranz weis niemand mehr was er selbst ist und will und soll und mal könnte...oder würde...-‚ach zur Hölle mit so nem Unfug! Mann + Frau = Kind so war es und so wird es auch immer bleiben...alles andere sind Ergebnisse misslungener „...“ Platzhalter ist beliebig ersetzbar...;1;;;;;
"Sehr geehrte Anus&#39;e ist die Gender neutralste Bezeichnung überhaupt welche möglich ist da bis heute die Natur jedem Geschöpf einen Enddarmausgang geschenkt hat bei dem Scheiss welche da bei den Verwirrten zum Maul rauskommt habe ich aber langsam Zweifel ob der Anus nicht seine natürliche Körperaustrittsstelle gewechselt hat.";1;;;;;
Das war so genial . Kam aus dem lachen nicht mehr raus . Daumen hoch für die AFD;0;;;;;
😂🤦;0;;;;;
geiles teil!!!;0;;;;;
AFD =beste 👍;0;;;;;
"Beim Untergang der Titanic hieß es noch &quot;Frauen und Kinder zuerst&quot;. Bis heute entschieden würde, wer zuerst dürfte, wäre alles zu spät und Keiner bzw. Keinerine oder Keinerines würde gerettet. 🤣";1;;;;;
was ein LGBTQAAHTLSOELFBGKXPSLÖÖEPFBFBRPYXXXKSPEKRBRNÖGP Hasser!!!!! er konnte noch nichtmal die jenigen begrüßen die sich als Apache Attack Helikopter identifizieren!!!;1;;;;;
Hahaha ha,.... Zu geil;0;;;;;
Und da versteht kein Arsch warum Deutschland so ausgelacht wird.;0;;;;;
haha...ein gutes beispiel für malicious compliance;0;;;;;
Mann und Frau basta;1;;;;;
Suuuuuper. Eine tolle Rede. 😉🤗;0;;;;;
👍👍👍;0;;;;;
Cool;0;;;;;
Merkel Deutschland...am Arsch;0;;;;;
Was zur Hölle ist ein Interstern? 😂;0;;;;;
Das nenn ich mal den Spiegel vorhalten!;0;;;;;
wunderbar!!!<br>Die BRD Bananenrepublik!! Regiert von den Eliten und Kapitalistenpack!!;0;;;;;
Der hat die grünen Mars Frauen vergessen mit den drei Titten.-) Afd  wirkt.;1;;;;;
Das ganze bitte im Bundestag. 🤣😆Köstlich!!;0;;;;;
"Der Kerl hat&#39;s auf den Punkt gebracht.";0;;;;;
Dir Frau rechts kann kaum ihre Schnappatmung verbergen!;0;;;;;
Das ist das, was die aus dem Staat gemacht haben. Der ist ja super.<br>Ist das ein super Land.Widerlich,ist hier noch was natürliches dabei?<br>Die Haupsache sie haben im Fernseh was zu bringen,egal was,ob es noch rechtens ist ,Scheiß egal,Hauptsache die Oberen haben ihre Kohle.;0;;;;;
EHRE GENOMMEN.;0;;;;;
Herrlich. Herrlich. Herrlich. Leider aber wahr!;0;;;;;
Noch jemand 2019? (Dies ist der 2019. Kommentar);0;;;;;
Ja da schlucken sie,über ihren eigenen Dung. Das ist einfach nur peinlich, hoffe das sieht kein anderes Land. Sowas wird vom Steuerzahler getragen. Ich glaube nicht das diese Grüne Scheiße deswegen gewählt wurde. Deswegen bei der nächsten Bundestagswahl AFD....für die Heimat;0;;;;;
Man kann auch einfacher sagen Sehr geehrte Anwesende.;0;;;;;
beste rede seit seit jahren  XD ich feier den typen das er das durchgezogen hat;0;;;;;
So genial :-);0;;;;;
Seit wann haben AfD Politiker Humor? 😂;0;;;;;
Er zählt hier einfach ein und dasselbe mit vielen verschiedenen Synonymen auf. Ist so als würde ich zur Begrüßung sagen:<br>Sehr geehrte Frauen und Männer,<br>sehr geehrte Damen und Herren,<br>sehr geehrte Mädels und Buben,<br>sehr geehrte Menschen mit weiblichem und männlichem Geschlechtsmerkmal,<br>sehr geehrte Mädchen und Jungs<br>usw. usw.<br>Und ihr habt euch vorbildlich einspannen und zur Marionette machen lassen. <br>Herzlichen Glückwunsch, die meisten hier haben sich für jede Diskussion disqualifiziert.;1;;;;;
Herrlich!;0;;;;;
Das erinnert mich an bushido Sonnenbank flavour;0;;;;;
So und nicht anders zeigt man auf wie bescheuert unsere debattwn im Plenarsaal sind . Ich bedanke mich hierfür bei der AFD , Schwulen , Lesben ...........;1;;;;;
"Warum? Braucht es einen &quot;Landtag&quot; in Brandenburg? Braucht es denn überhaupt Landtage bzw. Bundesländer? Ganz klar: Nein. Wir wollen unsere Bezirke wiederhaben.";0;;;;;
Der Frau nervt. Ab zum Genderfriseur*in.;1;;;;;
1100 Gender haben dieses Video disliked.;1;;;;;
😂😂😂😂;0;;;;;
"was bedeuten diese Geschlechter eigentlich alle, also gibt&#39;s dafür zumindest irgendwelche halbwegs sinnvollen, wissenschaftlich-konkreten Definitionen? Ich finde die Diskussion einfach nur peinlich, da sie mit der &quot;mehr Geschlechter&quot; niemals auf einen Nenner kommen werden. Für jedes Geschlecht bräuchte man noch ein neues Pronomen. Das kann nicht klappen. <br>die Sprache muss eher dahin reformiert werden, dass Buchhalter und Buchhalterin zu einem Wort werden. Mein Vorschlag wäre &quot;Buchhalter&quot;... :P";1;;;;;
Um niemanden auszugrenzen hätte er auch einfach sagen können : sehr geehrte Menschen.;0;;;;;
Wie herrlich, selten so gelacht 😅;0;;;;;
Eine vorbildliche Begrüßung;0;;;;;
Legendär!;0;;;;;
Also das ist ein absoluter Vollpfosten.;0;;;;;
Deutschland = Gagaland;0;;;;;
Genial, lange nicht mehr so gelacht. <br>Gibt es diesen total bescheuerten Genderwahnsinn auch in anderen Ländern? Vermutlich nicht, da sitzen nicht so total bekloppte Vollidioten in ihren Regierungen wie hier.;1;;;;;
Ach du scheiße die haben ja komplett an der Bong gezogen :D;0;;;;;
Ich glaube, der Redner ist ein bisschen Dumm, kann das sein?<br>Ich würde so einem Schwaller die Redezeit entziehen.;0;;;;;
Wir hatten schon einen schwulen als Verteidigungsminister und momentan eine Frau! Warum nicht einen Transgender, dann wäre das Bild perfekt 😂;1;;;;;
Wie oft kann man sich denn wiederholen? <br>Irgendwie klar, dass es kein einziger seiner Wähler bemerkt. <br>Man sieht eben nur, was man sehen will;0;;;;;
Vorschlag:   Hallo Menschen :D;0;;;;;
Victor von Bülow hätte es nicht besser machen können ^^<br>Der Gender-Irrsinn treibt die wildesten Blüten.;1;;;;;
Er hat Asexuelle vergessen, sexist;1;;;;;
Also so niveaulos die AfD auch ist aber das war gut 😂😂;0;;;;;
Legendär!!!! 😂👍;0;;;;;
Gender Gaga Schwachsinn. Die AfD hat ja bekanntlich noch ein Gehirn... und offensichtlich auch den besseren Humor als der Rest des kläglich versagenden korrupten Haufens.;1;;;;;
Nur noch geistesgestörte, Mutter Natur gibt 2 Geschlechter vor männlich und weiblich! Sicher kommen auch Kinder mit beiden Geschlechtern zur Welt dies ist allerdings nicht von der Natur so vorgesehen eher eine Laune der Natur. Und alles andere ist nur Kopfsache;1;;;;;
